,sample index,Time_Stamps,audio_file_name,image_file_name,class_name,class_name_v2,Layer number,Sample number,class_name_v3,X,Y,Z,Vx,Vy,Vz,Speed
1647,1648,65.88,sample_21_1648.wav,sample_21_1648.jpg,,,17.0,21,Laser defocus,30.399,0.002,5.972,-24.37,-0.979,1.174,24.418
1648,1649,65.92,sample_21_1649.wav,sample_21_1649.jpg,,,17.0,21,Laser defocus,29.404,0.005,5.974,-24.302,-0.606,1.01,24.331
1649,1650,65.96000000000001,sample_21_1650.wav,sample_21_1650.jpg,,,17.0,21,Laser defocus,28.417,0.013,5.973,-24.592,0.0,0.352,24.595
1650,1651,66.0,sample_21_1651.wav,sample_21_1651.jpg,,,17.0,21,Laser defocus,27.406,0.017,5.967,-24.509,-0.491,0.025,24.514
1651,1652,66.04,sample_21_1652.wav,sample_21_1652.jpg,,,17.0,21,Laser defocus,26.394,0.01,5.964,-25.507,-0.399,-0.349,25.512
1652,1653,66.08,sample_21_1653.wav,sample_21_1653.jpg,,,17.0,21,Laser defocus,25.403,0.001,5.982,-25.608,0.255,-0.204,25.61
1653,1654,66.12,sample_21_1654.wav,sample_21_1654.jpg,,,17.0,21,Laser defocus,24.402,0.007,5.976,-24.407,0.858,-0.196,24.423
1654,1655,66.16,sample_21_1655.wav,sample_21_1655.jpg,,,17.0,21,Laser defocus,23.402,0.013,5.983,-25.258,0.526,-0.451,25.267
1655,1656,66.2,sample_21_1656.wav,sample_21_1656.jpg,,,17.0,21,Laser defocus,22.396,0.013,5.972,-24.82,-0.075,0.125,24.821
1656,1657,66.24,sample_21_1657.wav,sample_21_1657.jpg,,,17.0,21,Laser defocus,21.396,0.009,5.982,-24.61,-0.242,-0.145,24.611
1657,1658,66.28,sample_21_1658.wav,sample_21_1658.jpg,,,17.0,21,Laser defocus,20.409,0.01,5.976,-24.95,0.225,-0.275,24.953
1658,1659,66.32000000000001,sample_21_1659.wav,sample_21_1659.jpg,,,17.0,21,Laser defocus,19.42,0.016,5.965,-24.834,0.75,-0.75,24.857
1659,1660,66.36,sample_21_1660.wav,sample_21_1660.jpg,,,17.0,21,Laser defocus,18.418,0.017,5.962,-25.068,0.197,-0.221,25.07
1660,1661,66.4,sample_21_1661.wav,sample_21_1661.jpg,,,17.0,21,Laser defocus,17.403,0.013,5.966,-25.522,-0.907,1.083,25.561
1661,1662,66.44,sample_21_1662.wav,sample_21_1662.jpg,,,17.0,21,Laser defocus,16.408,0.007,5.977,-24.421,-0.703,0.251,24.433
1662,1663,66.48,sample_21_1663.wav,sample_21_1663.jpg,,,17.0,21,Laser defocus,15.506,0.01,5.969,-24.855,-0.2,0.501,24.861
1663,1664,66.52,sample_21_1664.wav,sample_21_1664.jpg,,,17.0,21,Laser defocus,14.406,0.011,5.968,-23.367,0.445,-0.515,23.377
1664,1665,66.56,sample_21_1665.wav,sample_21_1665.jpg,Crack,Defective,17.0,21,Laser defocus,13.392,0.013,5.968,-25.336,0.0,0.252,25.337
1665,1666,66.6,sample_21_1666.wav,sample_21_1666.jpg,Crack,Defective,17.0,21,Laser defocus,12.39,0.01,5.974,-24.515,0.313,-0.482,24.522
1666,1667,66.64,sample_21_1667.wav,sample_21_1667.jpg,,,17.0,21,Laser defocus,11.403,0.006,5.981,-24.94,0.075,0.527,24.945
1667,1668,66.68,sample_21_1668.wav,sample_21_1668.jpg,,,17.0,21,Laser defocus,10.403,0.012,5.973,-25.233,0.382,-0.356,25.238
1668,1669,66.72,sample_21_1669.wav,sample_21_1669.jpg,,,17.0,21,Laser defocus,9.417,0.01,5.976,-24.055,0.147,0.049,24.056
1669,1670,66.76,sample_21_1670.wav,sample_21_1670.jpg,,,17.0,21,Laser defocus,8.416,0.009,5.979,-26.161,0.026,-0.514,26.166
1670,1671,66.8,sample_21_1671.wav,sample_21_1671.jpg,,,17.0,21,Laser defocus,7.409,0.012,5.98,-26.391,0.379,-1.035,26.414
1671,1672,66.84,sample_21_1672.wav,sample_21_1672.jpg,Crack,Defective,17.0,21,Laser defocus,6.418,0.01,5.969,-20.575,-0.063,0.211,20.576
1672,1673,66.88,sample_21_1673.wav,sample_21_1673.jpg,,,17.0,21,Laser defocus,5.418,0.013,5.962,-24.427,-0.199,0.323,24.43
1673,1674,66.92,sample_21_1674.wav,sample_21_1674.jpg,,,17.0,21,Laser defocus,4.413,0.01,5.97,-25.148,-0.831,0.78,25.174
1674,1675,66.96000000000001,sample_21_1675.wav,sample_21_1675.jpg,,,17.0,21,Laser defocus,3.398,0.014,5.974,-24.578,-0.122,0.0,24.578
1675,1676,67.0,sample_21_1676.wav,sample_21_1676.jpg,,,17.0,21,Laser defocus,2.399,0.02,5.971,-24.834,0.272,-0.643,24.844
1676,1677,67.04,sample_21_1677.wav,sample_21_1677.jpg,,,17.0,21,Laser defocus,1.437,0.048,5.94,-20.503,2.491,0.324,20.656
1677,1678,67.08,sample_21_1678.wav,sample_21_1678.jpg,,,17.0,21,Laser defocus,0.699,0.049,5.948,-14.798,-0.171,0.122,14.799
1678,1679,67.12,sample_21_1679.wav,sample_21_1679.jpg,,,17.0,21,Laser defocus,0.241,0.053,5.945,-7.805,-0.05,0.425,7.816
1679,1680,67.16,sample_21_1680.wav,sample_21_1680.jpg,,,17.0,21,Laser defocus,0.099,0.024,5.987,-1.321,-1.795,1.845,2.893
1680,1681,67.2,sample_21_1681.wav,sample_21_1681.jpg,,,17.0,21,Laser defocus,0.062,-0.023,6.019,0.0,0.049,-0.024,0.054
1681,1682,67.24,sample_21_1682.wav,sample_21_1682.jpg,,,17.0,21,Laser defocus,0.059,-0.033,6.068,0.507,-0.912,4.384,4.507
1682,1683,67.28,sample_21_1683.wav,sample_21_1683.jpg,,,17.0,21,Laser defocus,0.054,-0.034,6.125,0.127,-0.153,2.597,2.605
1683,1684,67.32000000000001,sample_21_1684.wav,sample_21_1684.jpg,,,17.0,21,Laser defocus,0.054,-0.036,6.233,0.073,-0.243,2.937,2.948
1684,1685,67.36,sample_21_1685.wav,sample_21_1685.jpg,,,17.0,21,Laser defocus,0.046,-0.033,6.341,-0.427,0.377,1.911,1.994
1685,1686,67.4,sample_21_1686.wav,sample_21_1686.jpg,,,17.0,21,Laser defocus,0.032,-0.022,6.374,0.502,-0.226,2.635,2.692
1686,1687,67.44,sample_21_1687.wav,sample_21_1687.jpg,,,17.0,21,Laser defocus,0.024,-0.017,6.376,-0.22,0.049,-0.024,0.227
1687,1688,67.48,sample_21_1688.wav,sample_21_1688.jpg,,,17.0,21,Laser defocus,0.042,-0.0,6.371,1.385,0.718,-0.41,1.613
1688,1689,67.52,sample_21_1689.wav,sample_21_1689.jpg,,,17.0,21,Laser defocus,0.245,-0.037,6.384,8.319,-3.504,1.739,9.193
1689,1690,67.56,sample_21_1690.wav,sample_21_1690.jpg,Crack,Defective,17.0,21,Laser defocus,0.811,-0.157,6.474,18.02,-1.942,2.286,18.268
1690,1691,67.6,sample_21_1691.wav,sample_21_1691.jpg,Crack,Defective,17.0,21,Laser defocus,1.708,-0.24,6.561,24.96,-1.959,2.01,25.117
1691,1692,67.64,sample_21_1692.wav,sample_21_1692.jpg,,,17.0,21,Laser defocus,2.744,-0.196,6.558,26.274,2.507,-0.836,26.407
1692,1693,67.68,sample_21_1693.wav,sample_21_1693.jpg,,,17.0,21,Laser defocus,3.82,-0.119,6.527,25.345,1.569,-1.4,25.432
1693,1694,67.72,sample_21_1694.wav,sample_21_1694.jpg,,,17.0,21,Laser defocus,4.839,-0.072,6.475,24.542,1.136,-2.07,24.655
1694,1695,67.76,sample_21_1695.wav,sample_21_1695.jpg,,,17.0,21,Laser defocus,5.725,-0.063,6.432,25.653,0.0,-0.506,25.658
1695,1696,67.8,sample_21_1696.wav,sample_21_1696.jpg,,,17.0,21,Laser defocus,6.713,-0.057,6.407,24.771,-0.301,-0.075,24.773
1696,1697,67.84,sample_21_1697.wav,sample_21_1697.jpg,,,17.0,21,Laser defocus,7.801,-0.05,6.394,26.327,-0.608,1.038,26.354
1697,1698,67.88,sample_21_1698.wav,sample_21_1698.jpg,,,17.0,21,Laser defocus,8.787,-0.054,6.395,25.668,-0.151,0.453,25.672
1698,1699,67.92,sample_21_1699.wav,sample_21_1699.jpg,,,17.0,21,Laser defocus,9.785,-0.063,6.411,23.977,-0.097,-0.267,23.979
1699,1700,67.96000000000001,sample_21_1700.wav,sample_21_1700.jpg,,,17.0,21,Laser defocus,10.767,-0.064,6.411,25.741,-0.472,0.315,25.747
1700,1701,68.0,sample_21_1701.wav,sample_21_1701.jpg,,,17.0,21,Laser defocus,11.76,-0.064,6.402,24.952,-0.201,-0.227,24.954
1701,1702,68.04,sample_21_1702.wav,sample_21_1702.jpg,,,17.0,21,Laser defocus,12.752,-0.062,6.391,25.172,-0.368,1.251,25.205
1702,1703,68.08,sample_21_1703.wav,sample_21_1703.jpg,,,17.0,21,Laser defocus,13.75,-0.07,6.403,24.551,0.173,-0.468,24.556
1703,1704,68.12,sample_21_1704.wav,sample_21_1704.jpg,,,17.0,21,Laser defocus,14.753,-0.077,6.405,24.385,-0.1,-0.701,24.395
1704,1705,68.16,sample_21_1705.wav,sample_21_1705.jpg,,,17.0,21,Laser defocus,15.753,-0.07,6.392,23.255,0.603,-1.496,23.311
1705,1706,68.2,sample_21_1706.wav,sample_21_1706.jpg,,,17.0,21,Laser defocus,16.662,-0.071,6.401,24.941,0.123,0.493,24.946
1706,1707,68.24,sample_21_1707.wav,sample_21_1707.jpg,,,17.0,21,,17.754,-0.07,6.409,24.601,0.098,0.342,24.603
1707,1708,68.28,sample_21_1708.wav,sample_21_1708.jpg,,,17.0,21,,18.756,-0.075,6.408,24.844,-0.29,0.169,24.847
1708,1709,68.32000000000001,sample_21_1709.wav,sample_21_1709.jpg,Laser-off,Laser-off,,21,,19.755,-0.07,6.398,25.826,-0.413,0.206,25.83
1709,1710,68.36,sample_21_1710.wav,sample_21_1710.jpg,Laser-off,Laser-off,,21,Laser-off,20.752,-0.052,6.386,25.094,0.075,0.301,25.096
1710,1711,68.4,sample_21_1711.wav,sample_21_1711.jpg,Laser-off,Laser-off,,21,Laser-off,21.753,-0.047,6.396,25.16,0.197,0.271,25.162
1711,1712,68.44,sample_21_1712.wav,sample_21_1712.jpg,Laser-off,Laser-off,,21,Laser-off,22.746,-0.045,6.395,24.544,-0.149,0.149,24.545
1712,1713,68.48,sample_21_1713.wav,sample_21_1713.jpg,Laser-off,Laser-off,,21,,23.754,-0.054,6.396,25.358,-0.05,0.349,25.361
1713,1714,68.52,sample_21_1714.wav,sample_21_1714.jpg,,,18.0,21,,24.752,-0.046,6.379,24.828,-0.518,0.691,24.843
1714,1715,68.56,sample_21_1715.wav,sample_21_1715.jpg,,,18.0,21,,25.77,-0.04,6.379,25.392,0.151,0.126,25.393
1715,1716,68.60000000000001,sample_21_1716.wav,sample_21_1716.jpg,,,18.0,21,,26.769,-0.035,6.388,25.193,0.451,-0.075,25.197
1716,1717,68.64,sample_21_1717.wav,sample_21_1717.jpg,,,18.0,21,Laser defocus,27.769,-0.036,6.391,23.76,0.734,-1.542,23.821
1717,1718,68.68,sample_21_1718.wav,sample_21_1718.jpg,,,18.0,21,Laser defocus,28.778,-0.043,6.396,23.639,0.34,-0.559,23.649
1718,1719,68.72,sample_21_1719.wav,sample_21_1719.jpg,,,18.0,21,Laser defocus,29.774,-0.039,6.394,24.42,0.501,-0.777,24.438
1719,1720,68.76,sample_21_1720.wav,sample_21_1720.jpg,,,18.0,21,Laser defocus,30.774,-0.045,6.415,24.455,0.245,0.514,24.462
1720,1721,68.8,sample_21_1721.wav,sample_21_1721.jpg,,,18.0,21,Laser defocus,31.762,-0.048,6.402,26.105,-0.253,0.355,26.109
1721,1722,68.84,sample_21_1722.wav,sample_21_1722.jpg,,,18.0,21,Laser defocus,32.761,-0.044,6.391,25.221,-0.247,0.394,25.225
1722,1723,68.88,sample_21_1723.wav,sample_21_1723.jpg,,,18.0,21,Laser defocus,33.76,-0.034,6.38,24.834,-0.194,0.0,24.834
1723,1724,68.92,sample_21_1724.wav,sample_21_1724.jpg,,,18.0,21,Laser defocus,34.773,-0.029,6.386,24.827,-0.5,0.35,24.834
1724,1725,68.96000000000001,sample_21_1725.wav,sample_21_1725.jpg,,,18.0,21,Laser defocus,35.776,-0.024,6.386,25.327,-0.252,-0.101,25.328
1725,1726,69.0,sample_21_1726.wav,sample_21_1726.jpg,,,18.0,21,Laser defocus,36.765,-0.026,6.372,24.599,0.025,0.418,24.602
1726,1727,69.04,sample_21_1727.wav,sample_21_1727.jpg,,,18.0,21,Laser defocus,37.77,-0.024,6.373,25.462,0.0,0.226,25.463
1727,1728,69.08,sample_21_1728.wav,sample_21_1728.jpg,,,18.0,21,Laser defocus,38.776,-0.014,6.367,25.539,-0.101,0.581,25.545
1728,1729,69.12,sample_21_1729.wav,sample_21_1729.jpg,,,18.0,21,Laser defocus,39.777,-0.014,6.368,23.956,-0.074,-0.863,23.972
1729,1730,69.16,sample_21_1730.wav,sample_21_1730.jpg,,,18.0,21,Laser defocus,40.762,-0.013,6.355,25.629,0.38,-0.405,25.635
1730,1731,69.2,sample_21_1731.wav,sample_21_1731.jpg,,,18.0,21,Laser defocus,41.752,-0.012,6.353,24.611,0.823,-1.122,24.65
1731,1732,69.24,sample_21_1732.wav,sample_21_1732.jpg,,,18.0,21,Laser defocus,42.761,-0.016,6.371,23.835,0.58,-0.798,23.855
1732,1733,69.28,sample_21_1733.wav,sample_21_1733.jpg,,,18.0,21,Laser defocus,43.769,-0.015,6.375,24.139,0.099,-0.719,24.15
1733,1734,69.32000000000001,sample_21_1734.wav,sample_21_1734.jpg,,,18.0,21,Laser defocus,44.774,-0.015,6.373,24.132,0.327,-1.183,24.163
1734,1735,69.36,sample_21_1735.wav,sample_21_1735.jpg,,,18.0,21,Laser defocus,45.777,-0.02,6.37,24.596,0.197,0.442,24.601
1735,1736,69.4,sample_21_1736.wav,sample_21_1736.jpg,,,18.0,21,Laser defocus,46.773,-0.02,6.373,24.575,-0.171,0.195,24.576
1736,1737,69.44,sample_21_1737.wav,sample_21_1737.jpg,,,18.0,21,Laser defocus,47.787,-0.015,6.377,25.979,-0.125,1.321,26.013
1737,1738,69.48,sample_21_1738.wav,sample_21_1738.jpg,,,18.0,21,Laser defocus,48.779,-0.011,6.36,24.118,-0.577,0.313,24.127
1738,1739,69.52,sample_21_1739.wav,sample_21_1739.jpg,,,18.0,21,Laser defocus,49.773,-0.019,6.365,25.378,-0.86,0.658,25.401
1739,1740,69.56,sample_21_1740.wav,sample_21_1740.jpg,,,18.0,21,Laser defocus,50.765,-0.018,6.367,25.522,0.025,0.177,25.522
1740,1741,69.60000000000001,sample_21_1741.wav,sample_21_1741.jpg,,,18.0,21,Laser defocus,51.772,-0.011,6.366,25.288,0.57,-0.372,25.297
1741,1742,69.64,sample_21_1742.wav,sample_21_1742.jpg,,,18.0,21,Laser defocus,52.782,-0.003,6.362,25.87,0.0,0.176,25.871
1742,1743,69.68,sample_21_1743.wav,sample_21_1743.jpg,,,18.0,21,Laser defocus,53.779,-0.001,6.358,25.168,0.101,-0.328,25.17
1743,1744,69.72,sample_21_1744.wav,sample_21_1744.jpg,,,18.0,21,Laser defocus,54.783,-0.01,6.375,23.442,-0.525,0.072,23.448
1744,1745,69.76,sample_21_1745.wav,sample_21_1745.jpg,,,18.0,21,Laser defocus,55.774,-0.011,6.37,25.186,-0.353,-0.025,25.189
1745,1746,69.8,sample_21_1746.wav,sample_21_1746.jpg,,,18.0,21,Laser defocus,56.781,-0.009,6.366,25.233,0.478,-0.226,25.238
1746,1747,69.84,sample_21_1747.wav,sample_21_1747.jpg,,,18.0,21,Laser defocus,57.796,-0.001,6.366,25.64,0.272,0.371,25.644
1747,1748,69.88,sample_21_1748.wav,sample_21_1748.jpg,,,18.0,21,Laser defocus,58.795,0.002,6.368,25.101,0.127,-0.025,25.101
1748,1749,69.92,sample_21_1749.wav,sample_21_1749.jpg,,,18.0,21,Laser defocus,59.776,-0.01,6.365,23.605,-0.05,-0.944,23.624
1749,1750,69.96000000000001,sample_21_1750.wav,sample_21_1750.jpg,,,18.0,21,Laser defocus,60.76,-0.01,6.349,24.049,0.319,-0.76,24.064
1750,1751,70.0,sample_21_1751.wav,sample_21_1751.jpg,,,18.0,21,Laser defocus,61.773,-0.005,6.358,25.133,0.554,-0.101,25.139
1751,1752,70.04,sample_21_1752.wav,sample_21_1752.jpg,,,18.0,21,Laser defocus,62.779,-0.001,6.369,23.743,0.683,-0.39,23.756
1752,1753,70.08,sample_21_1753.wav,sample_21_1753.jpg,,,18.0,21,Laser defocus,63.779,-0.0,6.366,23.93,0.562,-0.88,23.953
1753,1754,70.12,sample_21_1754.wav,sample_21_1754.jpg,,,18.0,21,Laser defocus,64.687,-0.004,6.359,24.024,-0.072,-0.048,24.025
1754,1755,70.16,sample_21_1755.wav,sample_21_1755.jpg,,,18.0,21,Laser defocus,65.773,-0.005,6.356,24.505,0.0,0.252,24.506
1755,1756,70.2,sample_21_1756.wav,sample_21_1756.jpg,,,18.0,21,Laser defocus,66.785,-0.006,6.365,24.879,-0.099,0.223,24.88
1756,1757,70.24,sample_21_1757.wav,sample_21_1757.jpg,,,18.0,21,Laser defocus,67.795,-0.004,6.371,26.048,-0.125,0.376,26.051
1757,1758,70.28,sample_21_1758.wav,sample_21_1758.jpg,,,18.0,21,Laser defocus,68.792,-0.008,6.369,25.665,0.076,0.255,25.667
1758,1759,70.32000000000001,sample_21_1759.wav,sample_21_1759.jpg,,,18.0,21,Laser defocus,69.783,-0.007,6.372,24.987,-0.295,0.417,24.992
1759,1760,70.36,sample_21_1760.wav,sample_21_1760.jpg,,,18.0,21,Laser defocus,70.782,0.0,6.362,25.598,-0.471,0.471,25.607
1760,1761,70.4,sample_21_1761.wav,sample_21_1761.jpg,,,18.0,21,Laser defocus,71.795,-0.0,6.366,24.775,-0.913,0.543,24.798
1761,1762,70.44,sample_21_1762.wav,sample_21_1762.jpg,,,18.0,21,Laser defocus,72.785,-0.005,6.356,24.668,-0.515,0.025,24.673
1762,1763,70.48,sample_21_1763.wav,sample_21_1763.jpg,,,18.0,21,Laser defocus,73.664,-0.005,6.353,24.234,-0.049,-0.197,24.235
1763,1764,70.52,sample_21_1764.wav,sample_21_1764.jpg,,,18.0,21,Laser defocus,74.765,-0.007,6.369,25.629,-0.15,0.573,25.635
1764,1765,70.56,sample_21_1765.wav,sample_21_1765.jpg,,,18.0,21,Laser defocus,75.771,-0.002,6.371,24.693,0.171,-0.318,24.695
1765,1766,70.60000000000001,sample_21_1766.wav,sample_21_1766.jpg,,,18.0,21,Laser defocus,76.778,0.003,6.362,25.259,-0.453,0.0,25.263
1766,1767,70.64,sample_21_1767.wav,sample_21_1767.jpg,,,18.0,21,Laser defocus,77.784,-0.003,6.361,25.129,-0.429,0.278,25.135
1767,1768,70.68,sample_21_1768.wav,sample_21_1768.jpg,,,18.0,21,Laser defocus,78.778,-0.01,6.37,23.712,-0.315,0.46,23.719
1768,1769,70.72,sample_21_1769.wav,sample_21_1769.jpg,,,18.0,21,Laser defocus,79.774,-0.007,6.375,25.078,-0.126,0.302,25.08
1769,1770,70.76,sample_21_1770.wav,sample_21_1770.jpg,,,18.0,21,Laser defocus,80.776,-0.002,6.363,25.698,0.429,-0.303,25.704
1770,1771,70.8,sample_21_1771.wav,sample_21_1771.jpg,,,18.0,21,Laser defocus,81.79,-0.002,6.37,24.579,0.0,0.446,24.583
1771,1772,70.84,sample_21_1772.wav,sample_21_1772.jpg,,,18.0,21,Laser defocus,82.778,-0.003,6.378,24.306,-0.39,0.635,24.318
1772,1773,70.88,sample_21_1773.wav,sample_21_1773.jpg,,,18.0,21,Laser defocus,83.763,-0.004,6.374,24.752,-0.126,-0.05,24.752
1773,1774,70.92,sample_21_1774.wav,sample_21_1774.jpg,,,18.0,21,Laser defocus,84.771,-0.004,6.363,25.253,-0.299,0.698,25.264
1774,1775,70.96000000000001,sample_21_1775.wav,sample_21_1775.jpg,,,18.0,21,Laser defocus,85.776,0.0,6.356,25.988,0.0,0.781,25.999
1775,1776,71.0,sample_21_1776.wav,sample_21_1776.jpg,,,18.0,21,Laser defocus,86.782,0.002,6.374,25.085,0.347,0.124,25.088
1776,1777,71.04,sample_21_1777.wav,sample_21_1777.jpg,,,18.0,21,Laser defocus,87.785,-0.003,6.371,25.514,0.125,0.15,25.515
1777,1778,71.08,sample_21_1778.wav,sample_21_1778.jpg,,,18.0,21,Laser defocus,88.707,-0.035,6.38,20.677,-1.09,1.436,20.755
1778,1779,71.12,sample_21_1779.wav,sample_21_1779.jpg,,,18.0,21,Laser defocus,89.414,-0.038,6.381,13.22,0.665,-1.576,13.33
1779,1780,71.16,sample_21_1780.wav,sample_21_1780.jpg,,,18.0,21,Laser defocus,89.799,-0.037,6.366,6.113,0.368,-0.614,6.155
1780,1781,71.2,sample_21_1781.wav,sample_21_1781.jpg,,,18.0,21,Laser defocus,89.92,0.002,6.331,1.965,2.796,-2.217,4.073
1781,1782,71.24,sample_21_1782.wav,sample_21_1782.jpg,,,18.0,21,Laser defocus,89.941,0.027,6.316,0.127,-0.051,0.102,0.171
1782,1783,71.28,sample_21_1783.wav,sample_21_1783.jpg,,,18.0,21,Laser defocus,89.967,0.016,6.359,0.85,-0.6,2.149,2.387
1783,1784,71.32000000000001,sample_21_1784.wav,sample_21_1784.jpg,Crack,Defective,18.0,21,Laser defocus,89.965,0.022,6.386,-0.126,0.177,1.517,1.532
1784,1785,71.36,sample_21_1785.wav,sample_21_1785.jpg,,,18.0,21,Laser defocus,89.964,0.023,6.464,-0.051,-0.254,2.362,2.376
1785,1786,71.4,sample_21_1786.wav,sample_21_1786.jpg,,,18.0,21,Laser defocus,89.961,0.027,6.545,-0.589,0.491,-0.392,0.861
1786,1787,71.44,sample_21_1787.wav,sample_21_1787.jpg,,,18.0,21,Laser defocus,89.969,0.021,6.616,0.206,0.0,0.618,0.651
1787,1788,71.48,sample_21_1788.wav,sample_21_1788.jpg,,,18.0,21,Laser defocus,89.975,0.017,6.647,0.202,-0.076,0.809,0.837
1788,1789,71.52,sample_21_1789.wav,sample_21_1789.jpg,,,18.0,21,Laser defocus,89.957,0.002,6.768,-2.254,0.372,3.195,3.928
1789,1790,71.56,sample_21_1790.wav,sample_21_1790.jpg,,,18.0,21,Laser defocus,89.664,0.074,6.852,-11.682,2.493,0.831,11.974
1790,1791,71.60000000000001,sample_21_1791.wav,sample_21_1791.jpg,Crack,Defective,18.0,21,Laser defocus,89.012,0.225,6.824,-21.127,2.475,-0.825,21.287
1791,1792,71.64,sample_21_1792.wav,sample_21_1792.jpg,Crack,Defective,18.0,21,Laser defocus,88.926,0.234,6.82,-21.108,2.223,-1.075,21.252
1792,1793,71.68,sample_21_1793.wav,sample_21_1793.jpg,Crack,Defective,18.0,21,Laser defocus,87.035,0.242,6.778,-26.393,-3.678,0.621,26.655
1793,1794,71.72,sample_21_1794.wav,sample_21_1794.jpg,,,18.0,21,Laser defocus,85.969,0.135,6.784,-25.648,-2.236,0.854,25.759
1794,1795,71.76,sample_21_1795.wav,sample_21_1795.jpg,,,18.0,21,Laser defocus,84.958,0.097,6.777,-23.903,-1.011,0.691,23.935
1795,1796,71.8,sample_21_1796.wav,sample_21_1796.jpg,,,18.0,21,Laser defocus,83.962,0.081,6.774,-25.184,-0.606,-0.404,25.194
1796,1797,71.84,sample_21_1797.wav,sample_21_1797.jpg,,,18.0,21,Laser defocus,82.948,0.071,6.752,-24.724,-0.699,0.624,24.741
1797,1798,71.88,sample_21_1798.wav,sample_21_1798.jpg,,,18.0,21,Laser defocus,81.966,0.06,6.759,-24.051,-0.563,0.269,24.06
1798,1799,71.92,sample_21_1799.wav,sample_21_1799.jpg,,,18.0,21,Laser defocus,80.994,0.06,6.758,-24.503,0.076,-0.278,24.505
1799,1800,71.96000000000001,sample_21_1800.wav,sample_21_1800.jpg,,,18.0,21,Laser defocus,80.003,0.07,6.741,-24.235,0.765,-0.222,24.248
1800,1801,72.0,sample_21_1801.wav,sample_21_1801.jpg,,,18.0,21,Laser defocus,79.005,0.081,6.729,-24.623,0.32,-0.566,24.632
1801,1802,72.04,sample_21_1802.wav,sample_21_1802.jpg,,,18.0,21,Laser defocus,78.021,0.074,6.749,-24.908,-0.575,0.425,24.918
1802,1803,72.08,sample_21_1803.wav,sample_21_1803.jpg,,,18.0,21,Laser defocus,77.015,0.065,6.746,-25.296,-0.295,-0.172,25.299
1803,1804,72.12,sample_21_1804.wav,sample_21_1804.jpg,,,18.0,21,Laser defocus,76.007,0.061,6.746,-25.323,0.297,-0.47,25.329
1804,1805,72.16,sample_21_1805.wav,sample_21_1805.jpg,,,18.0,21,Laser defocus,75.003,0.061,6.743,-25.215,0.152,0.33,25.217
1805,1806,72.2,sample_21_1806.wav,sample_21_1806.jpg,,,18.0,21,Laser defocus,74.012,0.059,6.756,-25.583,0.38,-0.278,25.588
1806,1807,72.24,sample_21_1807.wav,sample_21_1807.jpg,,,18.0,21,,73.013,0.054,6.748,-24.688,0.196,-0.687,24.699
1807,1808,72.28,sample_21_1808.wav,sample_21_1808.jpg,,,18.0,21,,72.018,0.044,6.737,-25.093,-0.296,-0.345,25.097
1808,1809,72.32000000000001,sample_21_1809.wav,sample_21_1809.jpg,Laser-off,Laser-off,,21,,71.023,0.052,6.736,-25.626,0.229,-0.508,25.633
1809,1810,72.36,sample_21_1810.wav,sample_21_1810.jpg,Laser-off,Laser-off,,21,Laser-off,70.024,0.059,6.745,-24.633,0.321,0.37,24.638
1810,1811,72.4,sample_21_1811.wav,sample_21_1811.jpg,Laser-off,Laser-off,,21,Laser-off,69.027,0.064,6.742,-25.103,0.076,-0.785,25.115
1811,1812,72.44,sample_21_1812.wav,sample_21_1812.jpg,Laser-off,Laser-off,,21,Laser-off,68.127,0.058,6.735,-25.018,0.126,-0.276,25.02
1812,1813,72.48,sample_21_1813.wav,sample_21_1813.jpg,Laser-off,Laser-off,,21,,67.019,0.055,6.731,-24.788,0.392,-0.171,24.791
1813,1814,72.52,sample_21_1814.wav,sample_21_1814.jpg,,,18.0,21,,66.02,0.06,6.73,-25.58,0.459,-0.893,25.6
1814,1815,72.56,sample_21_1815.wav,sample_21_1815.jpg,,,19.0,21,Laser defocus,65.023,0.067,6.735,-25.242,0.226,-0.126,25.243
1815,1816,72.60000000000001,sample_21_1816.wav,sample_21_1816.jpg,,,19.0,21,Laser defocus,64.021,0.066,6.733,-24.999,-0.073,-0.461,25.004
1816,1817,72.64,sample_21_1817.wav,sample_21_1817.jpg,,,19.0,21,Laser defocus,63.022,0.057,6.746,-25.139,0.05,-0.075,25.139
1817,1818,72.68,sample_21_1818.wav,sample_21_1818.jpg,,,19.0,21,Laser defocus,62.026,0.061,6.749,-25.317,0.459,0.153,25.322
1818,1819,72.72,sample_21_1819.wav,sample_21_1819.jpg,,,19.0,21,Laser defocus,61.038,0.067,6.751,-25.236,0.621,-0.596,25.251
1819,1820,72.76,sample_21_1820.wav,sample_21_1820.jpg,,,19.0,21,Laser defocus,60.029,0.067,6.734,-24.897,-0.648,0.573,24.912
1820,1821,72.8,sample_21_1821.wav,sample_21_1821.jpg,,,19.0,21,Laser defocus,59.027,0.059,6.735,-25.153,-0.677,0.502,25.167
1821,1822,72.84,sample_21_1822.wav,sample_21_1822.jpg,,,19.0,21,Laser defocus,58.028,0.046,6.743,-23.622,-0.603,1.351,23.668
1822,1823,72.88,sample_21_1823.wav,sample_21_1823.jpg,Crack,Defective,19.0,21,Laser defocus,57.029,0.048,6.751,-24.068,-0.297,1.139,24.097
1823,1824,72.92,sample_21_1824.wav,sample_21_1824.jpg,Crack,Defective,19.0,21,Laser defocus,56.024,0.054,6.749,-25.036,-0.179,0.307,25.039
